source,utime,text,category
SABCizindaba,7/3/2020 9:47,"Kunezifundazwe eziphakamisa ukuthi kwehlelwe ezigabeni ezixegisiwe zeLockdown, ezinye zifuna kubuyelwe emumva ezigabeni eziqinile emva kokwenyuka kwesibalo sabantu abahaqwa yiCoronavirus, ngoMsombuluko kuqala isigaba sesi2 sokuvulwa kwamanye amabanga ezikole. Uthini umbono wakho Thumela iVideo kuWhatsapp ku081 534 8795",other
SABCizindaba,7/1/2020 9:52,Zilokhu zenyuka izibalo zabatheleleka ngeCorona nababulawa yiCOVID19. Imithetho yokunqanda ukubhebhetheka kwaleligciwane ibukeka ingasahlonishwa. Yini wena oyenzayo ukwelekelela uhulumeni ukunqanda ukusabalala kwalesisifo Thumela iVideo kuWhatsapp ku081 534 8795.,politics
SABCizindaba,6/29/2020 9:53,UMBUZO Uthini umbono wakho ngesinqumo sosomatekisi sokulayisha u 100 wesibalo sabagibeli,other
SABCizindaba,6/27/2020 9:03,"Mbukeli siphatheka kabuhlungu ngesenzo sabantu abasebenzisa ngendlela engafanele lenamba yemibono ye whatsapp. Abanye bayafona basithuke, abanye basithuka kuwo u Whatsapp abanye basifaka kuma Group emikhuba. Njengalona obhale nge si Venda lapha. Lombhalo uchaza ukuthi ngingasezwa uthi u single, whatsappa noma ufone ngiyabonga",other
SABCizindaba,6/26/2020 15:06,"Namuhla kuphela iminyaka engu65 kwemukelwa umqulu womhlahlandlela wenkululeko iFreedom Charter, kanti ingu26 izwe labuswa ngentando yabantu. Ingakanani inqubekela phambili kwezomnotho kanye nenhlalakahle selokhu kwaqopheka lomlando Thumela iVideo kuWhatsapp ku081 534 8795.",politics
SABCizindaba,6/26/2020 10:10,"Iyaqala namhlanje imithetho exegisiwe yesigaba sesithathu se LOCKDOWN, manje lemithetho isivumela phakathi kokunye ukuvulwa kwezindawo zama Bhayisikobho ama Cinema, Izindawo zokudlela kanye nokunye. Uthini umbono wakho ngalokhu Thumela iVideo kuWhatsapp ku081 534 8795.",politics
SABCizindaba,6/24/2020 15:07,UMBUZO Ingabe wenelisekile ngesichibiyelo sesabelo mali esethulwe ngungqongqoshe wezemali u Tito Mboweni namhlanjeThumela iVideo kuWhatsapp ku081 534 8795.,politics
SABCizindaba,6/24/2020 10:04,Ingabe yini oyilindele ngesabelo mali esichitshiyelwe esizokwethulwa ungqongqoshe u Tito Mboweni namhlanje Thumela iVideo kuWhatsapp ku081 534 8795,politics
SABCizindaba,6/22/2020 10:20,UMBUZO Ingabe kufanele yini ukuthi abamatekisi uma beteleka baphazamise ezinye izinto ezithutha umphakathi ezingatelekile njengamabhasi njengoba sibone kukhishwa abagibeli emabhasini e Roodepoort e Ntshonalanga ye Goli Thumela iVideo kuWhatsapp ku081 534 8795,other
SABCizindaba,6/21/2020 15:10,UMBUZO Mbukeli namhlanje sicela ojahidada basithumele ama VIDEO abo besho ukuthi yini lena eyenza oBaba babo babe ngamaqhawe kubo bese bethumela ke umlayezo wosuku lo Baba Thumela iVideo kuWhatsapp ku081 534 8795.,entertainment
SABCizindaba,6/19/2020 15:33,"UMBUZO Ingabe siyizwe siyehluleka yini ukuvikela abesifazane nezingane njengoba zilokhu ziqhubeke njalo nje izigameko zokuhlukunyezwa nokubulawa kwazo, lithini ikhambi lakhe kulesihlava Thumela iVideo kuWhatsapp ku081 534 8795.",other
SABCizindaba,6/17/2020 8:46,"UMBUZO Ingabe awusebenzi, wasifaka isicelo sesibonelelo sabangasebenzi kulesikhathi se COVID19 sika R350, usuphenduliwe, usuyitholile , uma kungukuthi uphenduliwe, batheni kuwe Thumela iVideo kuWhatsapp ku081 534 8795.",politics
SABCizindaba,6/15/2020 9:46,UMBUZO Emva kweminyaka engamashumi amanane nane intsha yalwa nohulumeni wobandlululo ilwela amalungelo ayo nemfundo engcono. Ingabe intsha yamanje izuzile yini ngomzabalalo wentsha yango 1976 Thumela iVideo kuWhatsapp ku081 534 8795.,politics
SABCizindaba,6/12/2020 18:03,INhlangano yamatekisi iSANTACO izokhuphula imali yokugibela amatekisi ezweni lonke,other
SABCizindaba,6/12/2020 15:39,Uvela eNkantolo namhlanje umshayeli weloli eligayise abantu eJozini eNyakatho yeKwaZulu Natal ngoLwesithathu,other
SABCizindaba,6/12/2020 14:06,UMBUZO Mbukeli uthini umbono wakho ngesiphakamiso se SANTACO sokuthi izokhuphula imali yokugibela amatekisi ngamaphesenti aphakathi kwayishumi nangamashumi amabili nanhlanu ngo Ntulikazi  Thumela iVideo kuWhatsapp ku081 534 8795.,other
SABCizindaba,6/10/2020 13:21,yini lena eyenza ukuthi amadoda ehluleke ukubekezelela abantu besifazane baze bagcine ngokubabulala,other
SABCizindaba,6/10/2020 13:20,UNaledi Phangindawo oneminyaka engamashumi amabili nanhlanu uhlahlelwe ngembazo washona owayehlekisana naye ngempelasonto,other
SABCizindaba,6/10/2020 13:18,UTshegofatso obeneminyaka engamashumi amabili nesishiyagalombili utholakale esigangeni eshonile emva kwezinsuku kubikwe ukuthi unyamalele,other
SABCizindaba,6/10/2020 9:34,"Yini eyenza amadoda ehluleke ukubekezelela abantu besifazane kuze kufike lapho bebabulala khona. kusanda kubulawa uTshegofatso Pule otholakale eshonile e Roodepoort izolo. Ubulawa nje ubezithwele, nezinsuku zokuteta kwakhe sezisondele. Thumela iVideo kuWhatsapp ku081 534 8795",other
SABCizindaba,6/9/2020 14:01,"Ezinye izinhlangano zamatekisi eGoli zithi ilockdown ilishaye kakhulu ibhizinisi, manje zizonyusa imali yokugibela maphakathi nalenyanga",business
SABCizindaba,6/8/2020 10:15,UMBUZO Ingabe luhambe kanjani ngasohlangothini lwakho usuku lokuvulwa kwezikole embangeni u Grade 7 no 12 uma unezingane ezenza lamabanga Thumela iVideo kuWhatsapp ku081 534 8795,other
SABCizindaba,6/7/2020 14:57,"Mbukeli seluze lwafika olungaliyo kusasa uGrade 12 no Grade 7 babuyela esikoleni. Ngabe thisha, mzali nawe mfundi nilulungele yini usuku lwakusasa Izinto zokuzivikela sezifikile esikoleni sangakini Thumela iVideo kuWhatsapp ku081 534 8795",other
SABCizindaba,6/5/2020 14:47,"UMBUZO Uthini umbono wakho ngemibhikisho ebonakala ingenakho ukungaqhelelani ukunqanda ukubhebhetheka kwe CORONAVIRUS njengoba umhlaba ubhekene naleligciwane nje. Lemibhikisho ibonakele e Melika emva kokubulawa kowomdabu ebulawa iphoyisa elimhlophe, nanku omunye lapha e Ningizimu Africa, inhlangano iNot In My Name ifuna ubulungiswa ngokubulawa kuka George Floyd kanye no Collins Khosa okusolwa ukuthi wabulawa ngamalungu ombutho wezokuvikela e Alexandra ngo Mbasa Thumela iVideo kuWhatsapp ku081 534 8795",politics
SABCizindaba,6/3/2020 15:56,UMBUZO Uthini umbono wakho mayelana nesinqumo sayizolo senkantolo ephakeme iNorth Gauteng ethe ayikho emthethweni imithetho elawula iLOCKDOWN Thumela iVideo kuWhatsapp ku081 534 8795,politics
SABCizindaba,6/1/2020 15:30,"MBUZO Umsakazo UKhozi uhlanganisa iminyaka engamashumi ayisithupha wasungulwa, yini oyikhumbula ngabasakazi bakudala balomsakazo, ake usilingiselele bona Thumela iVideo kuWhatsapp ku081 534 8795",other
SABCizindaba,5/25/2020 14:09,UMBUZO Yini okufanele yenziwe yi Africa ukubungaza lolusuku esilugubha sibhekene ne COVID19 Thumela umbono wakho ngeVideo kuWhatsapp ku081 534 8795.,other
SABCizindaba,5/24/2020 17:17,KWEZISANDA KUNGENA UMengameli uRamaphosa usedalule ukuthi kusukela mhla lulunye kuNhlangulana izwe lizongena esigabeni sesithathu seLockdown.,politics
SABCizindaba,5/24/2020 12:58,UMBUZO Ingabe yini oyilindeleke noma ofisa ukuthi uMengameli u Cyril Ramaphosa akhulume ngayo uma ngabe esekhuluma nezwe namhlanje kusihlwa Thumela iVideo kuWhatsapp ku081 534 8795,politics
SABCizindaba,5/18/2020 14:43,"Selokhu kwaqala ukugqokwa kwezimfonyo sekubonakele eziningi ezahlukahlukene ezinye zazo ezikushiya umangele ngendlela ezenziwe ngayo. Namhlanje ake usibonise esakho isifonyo, usichazele kafushane nje ngaso. Siyabonga Thumela iVideo kuWhatsapp ku081 534 8795.",other
SABCizindaba,5/15/2020 15:58,Inkantolo ephakame ePitoli i North Gauteng iyayele ukuba kumiswe amalungu ombutho wezokuvikela nawamaphoyisa omkhandlu anindeka ezinsolweni zokubulawa ngesihluku kuka Collins Khosa. U Khoza kusolwa ukuthi washaywa ngamalungu e SANDF khathi eqinisekisa ukuhlonishwa kwemithetho ye LOCKDOWN e Alexandra e Goli ngenyanga edlule. Inkantolo ibugxeke kakhulu ubuholi bombutho wezokuvikela nowamaphoyisa ngokwehluleka ukukhipha imiyalelo efanele mayelana nokuqinisekisa ukuthotshelwa kwemithetho ye LOCKDOWN. Uthini umbono wakho ngaloludaba Thumela umbono ngeVideo ku Whatsapp kunombolo 081 534 8795,politics
SABCizindaba,5/15/2020 13:38,"Namhlanje Ezindabeni kusihlwa sibabaza isibatshazwa sakwaNongoma uTshathugodo, uMakatayizidudla Ngobe. Lomsakazi ungomunye wabasakazi abahamba phambili nabangaconsi phansi kubalaleli besikhondlakhondla somsakazo Ukhozi.WHAT A WOW....awusho nawe Mbukeli...WHAT A WOW ",entertainment
SABCizindaba,5/15/2020 9:46,"Ingabe awusebenzi noma unomuntu ongasebenzi omaziyo, usifakile isicelo sika R350 wesibonelelo sabantu abangasebenzi, kuhambe kanjani uyaphumelela, zikhona izinkinga ohlangabezane nazo wazisombulula kanjani Khumbula ungakafaka isicelo salemali ngokuthumela umlayezo ka Whatsapp othi, SASSA ku 082 046 8553 , uma uneminyaka engaphezulu kuka 18 futhi ungatholi isibonelelo esivela kuhulumeni noma eseNSFAS. Thumela umbono ngeVideo ku Whatsapp kunombolo 081 534 8795",politics
SABCizindaba,5/15/2020 9:41,Lena imininingwane emqoka yokufaka isicelo sesibonelelo sika R350 sezinyanga eziyisithupha uma ungasebenzi.,other
SABCizindaba,5/13/2020 10:35,UMBUZO Amaligi ebhola lezinyawo e Yurophu nasemhlabeni wonke azobe eqaphe ukuqala kwemidlalo ye Ligi yama Jalimane i Bundesliga ngalempelasonto phela le Ligi iyona yokuqala ukubuyela enkundleni kulandela ukubheduka kwe CORONAVIRUS. Uthini umbono wakho ngaloludaba ingabe kuhle na ukuzwa amanzi ngobhoko ngempilo yabadlaliUthini umbono wakho ngaloludaba Thumela umbono ngeVideo ku Whatsapp kunombolo 081 534 8795,sport
SABCizindaba,5/11/2020 17:39,"Mbukeli nansi imininingwane mayelana nokufaka isicelo sesibonelelo sokungasebenzi sika R350. Uthumela nge Whatsapp umlayezo othi SASSA ku 082 064 3558 kanti ngeminye iminingwane ungashayela ku noma uthumele i email ku SRDsassa.gov.za.Siyakucela Mbukeli ukuthi ungafoneli izinombolo esizisebenzisa ukuthumela imibono ye WHATSAPP kuzo noma uthumele ama SMS , imikhuba noma ufake lezinombolo kuma Group emikhuba. Lezinombolo akusizo ezakwa SASSA.Siyabonga kakhulu ngemibono ohlala uyithumela.",other
SABCizindaba,5/11/2020 14:37,Indoda yase Piet Retief Isola amaphoyisa ase Mpumalanga ngokusebenzisa indlakadla uma ephenya amacala. Uthi amaphoyisa awaliphenyi icala elibekwe elinye ilungu lombutho wamaphoyisa. U Bheki Nkosi uthi amaphoyisa amshaya khathi ephenya umndeni wakhe ngezinsolo zokudayisa utshwala ngesikhathi se LOCKDOWN. Uthini umbono wakho ngaloludabaThumela umbono wakho we Video ku Whatsapp kunombolo 081 534 8795,other
SABCizindaba,5/11/2020 10:08,Ingabe ugculisekile yini ngendlela okuhlinzekwa ngayo izijumbane zokudla kulesikhathi sesigaba sesine se LOCKDOWN Thumela umbono wakho we Video ku Whatsapp kunombolo 081 534 8795,other
SABCizindaba,5/10/2020 13:51,Yini okumele yenziwe ngalezo zakhamuzi eziqhubekayo nokuyishaya indiva imithetho ye Lockdown Thumela iVideo kuWhatsapp ku081 534 8795.,other
SABCizindaba,5/8/2020 14:46,Umelaphi wendabuko uBongolethu Dr Khehlelezi Mzozo uthi manje sekuyisikhathi sokuthi uHulumeni abandakanye amakhambi esintu ukulwa negciwane iCOVID Nineteen. Lesiphakamiso siza nje ezinsukwini ezimbalwa ezidlule kuvele ukuthi izwe iMadagascar lithole ukuthi ingxubevange yamakhambi aphuzwayo i Artemisia ebizwa ngoMhlonyane njengekhambi elingelapha iCOVID Nineteen. Ingabe ngempela sekuyisikhathi sokuthi manje abelaphi bendabuko babandakanywe empini ye COVID19 ngamakhambi abo kodwa uma ehlolwe ngokwezesayensi ukuthi angalekelela Thumela iVideo ku Whatsapp ku081 534 8795.,other
SABCizindaba,5/8/2020 9:11,"UMBUZO Uyafihlwa kusasa kuQumbu e Eastern Cape uLoyiso Sitsheke obengumethuli wezemidlalo kuMhlobo Wenene FM, aphinde asebenze njengomdidiyeli wezindaba zesiXhosa kuThelevishini. Mbukeli, wena yini ozomkhumbula ngayo uLoyiso Thumela iVideo kuWhatsapp ku081 534 8795.",entertainment
SABCizindaba,5/6/2020 14:33,UMBUZO Angeke luguquke uhlangothi lukahulumeni ngokudayiswa kogwayi kuLevel 4 weLOCKDOWN. Kepha iFair Trade Independent Tobacco Association ithe izoqhuebeka ukuya enkantolo ukuphoqa ukudayiswa kogwayo. Uthini umbono wakho ngaloludaba Thumela iVideo kuWhatsapp ku081 534 8795.,politics
SABCizindaba,5/4/2020 9:50,"UMBUZO Ingabe ungomunye wabantu ababuyele emsebenzini namhlanje njengoba izwe lingene esigabeni sesine se LOCKDOWN, sinjani isimo emsebenzini , ziqinisiwe ezokuphepha kwakho egciwaneni I COVID19 humela iVideo kuWhatsapp ku081 534 8795",other
SABCizindaba,5/1/2020 10:02,"Usuku lwezisebenzi olubungazwa umhlaba wonke namhlanje lugujwa nje iningi lezisebenzi lisemakhaya ngenxa yegciwane I COVID19. Uthini umbono wakho ngobunzima obubhekene nezisebenzi ezinye zazo ezingaholi njengoba kuyi LOCKDOWN nje, yini futhi ofisa ukuthi yenziwe ukwenza ngcono impilo yezisebenzi nangale nje COVID19. Thumela iVideo kuWhatsapp ku081 534 8795.",other
SABCizindaba,4/29/2020 16:59,"KWEZISANDA KUNGENA Akasekho emhlabeni umethuli wezemidlalo kuMhlobo Wenene FM uLoyiso Sitsheke. Ubephinde asebenze njengomdidiyeli wezindaba zesiXhosa kuThelevishini. Sithi dudu emndenini, alale ngokuthula.",entertainment
SABCizindaba,4/29/2020 14:09,"Emhlanganweni wekomidi lezemfundo ePhalamende kuphakanyiswe ukuthi izikole zivulwe ngo Nhlaba. Ubona izikole zizokwazi ukubhekana nemithetho ye Social Distancing, futhi yini ofisa ukuyibona yenzeka ukuqinisekisa ukuphepha kwezingane Thumela iVideo kuWhatsapp ku081 534 8795.",politics
SABCizindaba,4/27/2020 10:33,"Namhlanje izwe libungaza usuku lwenkululeko kepha lolusuku lugujwa esikhathini esinzima lapho izwe lilwa nesitha esingabonakaliyo iCoronavirus. Uthini umbono wakho, singalubungaza kanjani lolosuku Thumela iVideo kuWhatsapp ku081 534 8795.",other
SABCizindaba,4/26/2020 13:36,ONgoti bathi igciwane iCorona alinazo izinyawo lihanjiswa umuntu. Umbuzo uthi wenzenjani wena mbukeli uma ubona umuntu noma abantu endaweni ohlala kuyona bephula umthetho weLOCKDOWN Thumela iVideo kuWhatsapp ku081 534 8795.,other
SABCizindaba,4/24/2020 10:43,Mbukeli uthini umbono wakho mayelana nokuxegiswa kwemigomo ye LOCKDOWN Thumela iVideo kuWhatsapp ku081 534 8795.,other
SABCizindaba,4/22/2020 15:12,"Sekuqubuke izikhalo ngezijumbana zokudla zikaHulumeni. Abanye bakhala ngokuthi kuyakhethwa uma abantu benikwa lokudla, abanye bakhala ngokunikwa ukudla osekudlulelwe isikhathi. Ngabe yini okumele yenzeke ukuze kugculiseke wonke umuntu Thumela iVideo kuWhatsapp ku081 534 8795.",politics
SABCizindaba,4/22/2020 9:21,Umengameli u Cyril Ramaphosa umemezele ngesamba semali engu R500 Billion wamarandi ezobhekana negciwane iCOVID19. Lemali icocanwa ngezigaba ezehlukene ukubhekana nomthelela waleligciwane kwezomnotho nezenhlalo yabantu. Uthini umbono wakho ngalesikhwama se CORONAVIRUS Thumela iVideo ku Whatsapp ku081 534 8795.,politics
SABCizindaba,4/20/2020 15:46,Sekuboshwe abasolwa abangu3 ngezinsolo zokuthenga nokuthengisa izimvume zokuthengisa emigwaqeni ezingekho emthethweni eProtea Glen eSoweto. Babhekene namacala okuphambana nemithetho yeLockdown. Uthini umbono wakho ngaloludaba Thumela iVideo ku Whatsapp ku081 534 8795.,other
SABCizindaba,4/17/2020 15:20,"Mbukeli namhlanje usuku luka22 lwe Lockdown kulelizwe. Sicela usithumelele I Video esibonisa ukuthi wena uhlezi kanjani ekhaya, imiphi imidlalo oyidlalayo noma izinto ozenzayo ukuchitha isizungu. Sicela ungayiluli iVideo yakho. Ithumele ngo Whatsapp ku081 534 8795.",other
SABCizindaba,4/15/2020 15:46,Kunomqhudelwano webhola lika Nobhutshuzwayo oqhubekayo ehostela lase Nancefield e Soweto. Lokhu kwenzeka yize noma kuvalwe thaqa konke ukusebenza kwezinto ezweni. Ukuqhubeka kwalomqhudelwano kuchaza ukuthi abandakanyeka kuwo baphambene nomthetho we LOCKDOWN. Uthini umbono wakho ngaloludaba,sport
SABCizindaba,4/15/2020 13:42,,
SABCizindaba,4/15/2020 9:52,"Sishaqise umhlaba isimemezelo sikamengameli wase Melika sokuhoxisa ukuxhasa kukahulumeni wakhona inhlangano yezempilo emhlabeni, lesimezelo siza nje umhlaba ubhekene nengwadla yegciwane i COVID19. Uthini umbono wakho ngalesinqumo Thumela iVideo ku Whatsapp ku081 534 8795.",politics
SABCizindaba,4/13/2020 15:30,"UMBUZO Uhulumeni useqalile ngomkhankaso wokuhlola abantu behlolelwe iCOVID19, ingabe wena usuhloliwe, sebefikile oNompilo ngakini  Thumela iVideo ku Whatsapp ku081 534 8795.",politics
SABCizindaba,4/13/2020 9:47,Isigungu i Gauteng Liquor Forum sesinikeze umengameli u Cyril Ramaphosa usuku lwakusasa ukuba ahoxise ukuvalwa kotshwala uma kungenjalo simphosela inselele enkantolo. Iningi lamaqembu ezombusazwe lisikhahlela ngazo zombili isiphakamiso sokuvulwa kokuthengiswa kotshwala ngesilithi sibukela phansi imizamo kahulumeni yokunqanda ukusabalala kwe COVID Nineteen. Uthini umbono wakho ngaloludaba Sicela uwufingqe khona sizokwazi ukuthi sithathe imibono ethe xaxa. Thumela iVideo ku Whatsapp ku081 534 8795,politics
SABCizindaba,4/12/2020 15:16,Siyanda isibalo sabantu ababoshelwa ukwephula umthetho olawulwa iLOCKDOWN. Umbuso uthi yini ngempela lena eyenza abantu ukuthi baphambane nomthetho we LOCKDOWN Thumela iVideo ku Whatsapp ku081 534 8795,other
SABCizindaba,4/12/2020 13:41,"Namhlanje mbukeli sicela ukunikeza izingane ithuba lokuphawula nge LOCKDOWN, zisichazele ukuthi iyini nokuthi zizizwa kanjani ngayo, sicela ningazilekeleli ngoba sifuna ukuzwa umuzwa wazo osuka ekujuleni kwenhliziyo, uhlekisa noma ungahlekisi, sicela izingane kuphela Thumela iVideo ku Whatsapp ku081 534 8795.",other
SABCizindaba,4/10/2020 13:20,Mbukeli njengoba i Lockdown yelulwe ngamasonto amabili ake usithumelele i Video ehlekisayo ukusibonisa ukuthi usuku lwakho uluchitha kanjani. Thumela iVideo ku Whatsapp ku081 534 8795.,entertainment
